customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_group,age_group,age_sort
33,15600.0,OWN,1.0,Venture,Grade A,5900.0,10.99,3,N,7,NO DEFAULT,0 to 20k,26-35,2
33,120000.0,RENT,9.0,Debt Consolidation,Grade B,25000.0,11.36,3,N,8,NO DEFAULT,80k plus,26-35,2
28,108000.0,RENT,0.0,Education,Grade D,25000.0,14.61,8,Y,6,DEFAULT,80k plus,26-35,2
33,125000.0,RENT,5.0,Debt Consolidation,Grade B,25000.0,11.36,3,N,5,NO DEFAULT,80k plus,26-35,2
30,15600.0,MORTGAGE,4.0,Debt Consolidation,Grade A,6250.0,5.79,3,N,6,NO DEFAULT,0 to 20k,26-35,2
29,113000.0,RENT,1.0,Education,Grade D,25000.0,15.31,9,N,6,DEFAULT,80k plus,26-35,2
32,170000.0,RENT,9.0,Personal,Grade B,10000.0,11.14,2,N,5,NO DEFAULT,80k plus,26-35,2
32,168000.0,RENT,5.0,Education,Grade C,25000.0,15.27,2,N,6,NO DEFAULT,80k plus,26-35,2
30,102213.0,RENT,3.0,Medical,Grade D,25000.0,15.7,3,N,7,DEFAULT,80k plus,26-35,2
27,15600.0,OWN,0.0,Education,Grade A,6400.0,7.74,7,N,9,DEFAULT,0 to 20k,26-35,2
30,135000.0,RENT,4.0,Personal,Grade D,25000.0,15.21,3,Y,6,NO DEFAULT,80k plus,26-35,2
35,123000.0,RENT,2.0,Personal,Grade D,25000.0,17.19,5,Y,8,DEFAULT,80k plus,26-35,2
28,140000.0,RENT,11.0,Home Improvement,Grade C,25000.0,13.11,8,Y,7,NO DEFAULT,80k plus,26-35,2
33,140004.0,RENT,7.0,Education,Grade D,25000.0,15.58,3,N,10,NO DEFAULT,80k plus,26-35,2
31,143000.0,RENT,4.0,Venture,Grade D,25000.0,16.07,1,Y,7,NO DEFAULT,80k plus,26-35,2
32,150000.0,RENT,7.0,Debt Consolidation,Grade A,25000.0,8.49,2,N,7,DEFAULT,80k plus,26-35,2
30,150000.0,RENT,3.0,Personal,Grade D,25000.0,17.56,3,N,5,NO DEFAULT,80k plus,26-35,2
27,150000.0,RENT,1.0,Education,Grade B,25000.0,11.36,7,N,6,NO DEFAULT,80k plus,26-35,2
29,16000.0,OWN,3.0,Venture,Grade A,3000.0,7.9,9,N,8,DEFAULT,0 to 20k,26-35,2
30,165000.0,MORTGAGE,3.0,Education,Grade D,5000.0,15.62,3,Y,10,NO DEFAULT,80k plus,26-35,2
27,165000.0,MORTGAGE,6.0,Home Improvement,Grade C,35000.0,12.99,7,N,9,NO DEFAULT,80k plus,26-35,2
31,165000.0,MORTGAGE,3.0,Home Improvement,Grade C,15000.0,12.61,1,N,7,NO DEFAULT,80k plus,26-35,2
30,150000.0,RENT,5.0,Debt Consolidation,Grade C,25000.0,12.53,3,N,6,NO DEFAULT,80k plus,26-35,2
30,16000.0,MORTGAGE,2.0,Medical,Grade A,7275.0,5.42,3,N,10,NO DEFAULT,0 to 20k,26-35,2
31,138000.0,RENT,0.0,Venture,Grade D,25000.0,13.24,1,N,7,DEFAULT,80k plus,26-35,2
33,16000.0,MORTGAGE,0.0,Medical,Grade A,6000.0,7.14,3,N,5,NO DEFAULT,0 to 20k,26-35,2
31,139016.0,RENT,5.0,Venture,Grade D,25000.0,15.37,1,Y,8,DEFAULT,80k plus,26-35,2
30,156000.0,RENT,5.0,Medical,Grade B,25000.0,9.88,3,N,7,NO DEFAULT,80k plus,26-35,2
30,148000.0,RENT,0.0,Education,Grade D,25000.0,15.95,3,N,8,DEFAULT,80k plus,26-35,2
29,163000.0,RENT,4.0,Debt Consolidation,Grade B,25000.0,9.91,9,N,5,NO DEFAULT,80k plus,26-35,2
30,170000.0,RENT,14.0,Education,Grade D,25000.0,15.2,3,N,8,NO DEFAULT,80k plus,26-35,2
27,170000.0,RENT,11.0,Personal,Grade D,25000.0,16.32,7,N,10,NO DEFAULT,80k plus,26-35,2
27,16000.0,OTHER,1.0,Debt Consolidation,Grade D,5750.0,10.99,7,Y,8,DEFAULT,0 to 20k,26-35,2
30,170000.0,RENT,14.0,Home Improvement,Grade D,25000.0,15.21,3,N,5,NO DEFAULT,80k plus,26-35,2
29,175000.0,RENT,1.0,Personal,Grade B,25000.0,10.74,9,N,5,NO DEFAULT,80k plus,26-35,2
32,162000.0,RENT,5.0,Venture,Grade A,20000.0,6.99,2,N,9,NO DEFAULT,80k plus,26-35,2
28,127500.0,MORTGAGE,5.0,Medical,Grade D,20000.0,17.04,8,Y,8,DEFAULT,80k plus,26-35,2
29,160800.0,RENT,3.0,Venture,Grade B,4800.0,10.99,9,N,5,NO DEFAULT,80k plus,26-35,2
27,160669.0,MORTGAGE,3.0,Debt Consolidation,Grade B,8000.0,11.36,7,N,9,NO DEFAULT,80k plus,26-35,2
30,148000.0,RENT,2.0,Education,Grade D,22200.0,19.42,3,N,8,DEFAULT,80k plus,26-35,2
29,125800.0,RENT,11.0,Medical,Grade D,9000.0,16.77,9,N,8,DEFAULT,80k plus,26-35,2
28,178000.0,RENT,5.0,Education,Grade D,25000.0,14.46,8,Y,7,DEFAULT,80k plus,26-35,2
32,227500.0,RENT,3.0,Medical,Grade C,25000.0,12.53,2,N,5,NO DEFAULT,80k plus,26-35,2
27,223000.0,RENT,2.0,Education,Grade E,25000.0,18.3,7,N,9,DEFAULT,80k plus,26-35,2
32,235000.0,RENT,1.0,Personal,Grade C,25000.0,12.53,2,Y,7,NO DEFAULT,80k plus,26-35,2
33,248735.0,RENT,4.0,Debt Consolidation,Grade D,25000.0,14.11,3,Y,6,DEFAULT,80k plus,26-35,2
33,16620.0,OWN,4.0,Home Improvement,Grade A,3000.0,5.99,3,N,6,NO DEFAULT,0 to 20k,26-35,2
31,16656.0,MORTGAGE,4.0,Medical,Grade C,2400.0,14.72,1,N,7,DEFAULT,0 to 20k,26-35,2
28,78000.0,RENT,12.0,Home Improvement,Grade E,24625.0,18.36,8,N,5,DEFAULT,60k to 80k,26-35,2
30,32004.0,RENT,1.0,Personal,Grade B,24250.0,11.12,3,N,5,DEFAULT,20k to 40k,26-35,2
30,36000.0,RENT,3.0,Debt Consolidation,Grade C,24250.0,12.61,3,Y,7,DEFAULT,20k to 40k,26-35,2
27,160000.0,MORTGAGE,11.0,Home Improvement,Grade A,16000.0,8.49,7,N,5,NO DEFAULT,80k plus,26-35,2
32,160000.0,MORTGAGE,2.0,Medical,Grade B,3200.0,10.99,2,N,5,NO DEFAULT,80k plus,26-35,2
29,160000.0,MORTGAGE,9.0,Personal,Grade C,14700.0,13.43,9,Y,5,NO DEFAULT,80k plus,26-35,2
29,160000.0,MORTGAGE,8.0,Education,Grade A,7000.0,10.99,9,N,8,NO DEFAULT,80k plus,26-35,2
27,160000.0,MORTGAGE,12.0,Debt Consolidation,Grade C,7000.0,12.23,7,Y,6,NO DEFAULT,80k plus,26-35,2
34,16800.0,OWN,0.0,Personal,Grade C,1600.0,13.72,4,Y,5,NO DEFAULT,0 to 20k,26-35,2
27,74000.0,RENT,7.0,Debt Consolidation,Grade D,24250.0,15.31,7,Y,8,DEFAULT,60k to 80k,26-35,2
28,16800.0,OWN,4.0,Medical,Grade C,5000.0,13.98,8,N,8,DEFAULT,0 to 20k,26-35,2
28,16800.0,OWN,5.0,Education,Grade B,5000.0,9.88,8,N,7,DEFAULT,0 to 20k,26-35,2
28,148000.0,MORTGAGE,0.0,Home Improvement,Grade D,15000.0,15.65,8,Y,5,DEFAULT,80k plus,26-35,2
30,160000.0,RENT,0.0,Venture,Grade B,8400.0,11.89,3,N,6,NO DEFAULT,80k plus,26-35,2
27,160000.0,MORTGAGE,12.0,Medical,Grade C,1500.0,11.78,7,Y,6,NO DEFAULT,80k plus,26-35,2
29,160000.0,RENT,0.0,Debt Consolidation,Grade C,15000.0,13.04,9,N,5,NO DEFAULT,80k plus,26-35,2
30,105000.0,RENT,4.0,Venture,Grade D,24250.0,15.65,3,N,10,NO DEFAULT,80k plus,26-35,2
31,118320.0,RENT,1.0,Home Improvement,Grade B,24250.0,12.53,1,N,5,NO DEFAULT,80k plus,26-35,2
29,108000.0,RENT,0.0,Personal,Grade D,24250.0,16.0,9,N,9,DEFAULT,80k plus,26-35,2
29,126000.0,RENT,10.0,Home Improvement,Grade D,24250.0,16.7,9,Y,7,NO DEFAULT,80k plus,26-35,2
32,17000.0,OWN,0.0,Personal,Grade D,3200.0,14.84,2,N,7,DEFAULT,0 to 20k,26-35,2
31,105400.0,RENT,2.0,Medical,Grade D,24250.0,15.31,1,N,5,DEFAULT,80k plus,26-35,2
27,128000.0,RENT,11.0,Debt Consolidation,Grade D,24250.0,14.59,7,N,10,DEFAULT,80k plus,26-35,2
30,144600.0,RENT,14.0,Venture,Grade B,24250.0,10.99,3,N,6,NO DEFAULT,80k plus,26-35,2
29,148716.0,RENT,4.0,Personal,Grade C,24250.0,13.23,9,Y,9,NO DEFAULT,80k plus,26-35,2
34,168000.0,RENT,0.0,Debt Consolidation,Grade B,24250.0,11.83,4,N,10,NO DEFAULT,80k plus,26-35,2
30,17280.0,MORTGAGE,0.0,Personal,Grade C,2000.0,10.99,3,N,7,NO DEFAULT,0 to 20k,26-35,2
27,47000.0,RENT,0.0,Debt Consolidation,Grade D,24000.0,17.14,7,N,5,DEFAULT,40k to 60k,26-35,2
35,49000.0,RENT,2.0,Debt Consolidation,Grade D,24000.0,15.2,5,N,10,DEFAULT,40k to 60k,26-35,2
28,58000.0,RENT,12.0,Education,Grade B,24000.0,10.75,8,N,10,DEFAULT,40k to 60k,26-35,2
28,17544.0,MORTGAGE,2.0,Education,Grade A,1500.0,8.63,8,N,10,NO DEFAULT,0 to 20k,26-35,2
28,54000.0,RENT,1.0,Venture,Grade D,24000.0,16.45,8,Y,8,DEFAULT,40k to 60k,26-35,2
35,17640.0,OWN,4.0,Medical,Grade D,4000.0,16.29,5,N,7,NO DEFAULT,0 to 20k,26-35,2
31,17676.0,OWN,1.0,Education,Grade D,2500.0,14.74,1,N,10,NO DEFAULT,0 to 20k,26-35,2
30,65000.0,RENT,4.0,Home Improvement,Grade A,24000.0,7.9,3,N,5,NO DEFAULT,60k to 80k,26-35,2
27,17795.0,OWN,4.0,Medical,Grade A,2650.0,10.99,7,N,8,NO DEFAULT,0 to 20k,26-35,2
31,59712.0,RENT,0.0,Debt Consolidation,Grade D,24000.0,17.43,1,N,9,DEFAULT,40k to 60k,26-35,2
28,67000.0,RENT,5.0,Debt Consolidation,Grade A,24000.0,7.49,8,N,10,NO DEFAULT,60k to 80k,26-35,2
27,18000.0,OWN,4.0,Education,Grade A,5000.0,7.9,7,N,9,DEFAULT,0 to 20k,26-35,2
29,72000.0,RENT,4.0,Education,Grade A,24000.0,7.66,9,N,6,NO DEFAULT,60k to 80k,26-35,2
27,72000.0,RENT,3.0,Venture,Grade D,24000.0,14.96,7,N,10,DEFAULT,60k to 80k,26-35,2
28,72000.0,RENT,0.0,Medical,Grade C,24000.0,13.85,8,N,5,DEFAULT,60k to 80k,26-35,2
30,18000.0,MORTGAGE,6.0,Medical,Grade B,2200.0,10.99,3,N,6,DEFAULT,0 to 20k,26-35,2
27,75860.0,RENT,9.0,Medical,Grade B,24000.0,10.99,7,N,5,DEFAULT,60k to 80k,26-35,2
27,78000.0,RENT,4.0,Personal,Grade B,24000.0,10.99,7,N,10,DEFAULT,60k to 80k,26-35,2
35,80000.0,RENT,1.0,Personal,Grade C,24000.0,13.92,5,Y,5,NO DEFAULT,60k to 80k,26-35,2
32,85000.0,RENT,4.0,Personal,Grade A,24000.0,7.9,2,N,6,NO DEFAULT,80k plus,26-35,2
28,85000.0,RENT,7.0,Medical,Grade B,24000.0,10.99,8,N,10,NO DEFAULT,80k plus,26-35,2
30,90000.0,RENT,3.0,Medical,Grade B,24000.0,11.49,3,N,6,NO DEFAULT,80k plus,26-35,2
31,95000.0,RENT,3.0,Home Improvement,Grade D,24000.0,13.67,1,Y,10,NO DEFAULT,80k plus,26-35,2
30,85000.0,RENT,1.0,Personal,Grade D,24000.0,16.82,3,N,8,DEFAULT,80k plus,26-35,2
35,100450.0,RENT,1.0,Personal,Grade B,24000.0,12.69,5,N,7,NO DEFAULT,80k plus,26-35,2
28,103832.0,RENT,12.0,Education,Grade D,24000.0,16.69,8,N,5,NO DEFAULT,80k plus,26-35,2
35,105000.0,RENT,6.0,Venture,Grade B,24000.0,9.25,5,N,7,NO DEFAULT,80k plus,26-35,2
30,105400.0,RENT,1.0,Debt Consolidation,Grade C,24000.0,13.11,3,Y,6,NO DEFAULT,80k plus,26-35,2
29,110000.0,RENT,4.0,Home Improvement,Grade D,24000.0,18.39,9,Y,8,NO DEFAULT,80k plus,26-35,2
29,125000.0,RENT,3.0,Venture,Grade D,24000.0,10.99,9,Y,5,NO DEFAULT,80k plus,26-35,2
31,125004.0,RENT,13.0,Venture,Grade B,24000.0,9.25,1,N,8,NO DEFAULT,80k plus,26-35,2
27,18000.0,MORTGAGE,0.0,Venture,Grade A,2000.0,7.88,7,N,5,NO DEFAULT,0 to 20k,26-35,2
32,18000.0,OWN,0.0,Venture,Grade A,4750.0,7.88,2,N,6,NO DEFAULT,0 to 20k,26-35,2
31,138000.0,RENT,0.0,Personal,Grade D,24000.0,15.65,1,Y,5,DEFAULT,80k plus,26-35,2
28,206000.0,RENT,2.0,Education,Grade C,24000.0,10.99,8,Y,5,NO DEFAULT,80k plus,26-35,2
28,75000.0,RENT,5.0,Venture,Grade D,23850.0,16.29,8,N,10,DEFAULT,60k to 80k,26-35,2
29,40000.0,RENT,2.0,Debt Consolidation,Grade B,23500.0,11.12,9,N,8,DEFAULT,20k to 40k,26-35,2
34,45600.0,RENT,4.0,Personal,Grade B,23500.0,11.36,4,N,9,DEFAULT,40k to 60k,26-35,2
28,58704.0,RENT,5.0,Debt Consolidation,Grade C,23500.0,14.72,8,N,7,DEFAULT,40k to 60k,26-35,2
28,18000.0,OWN,2.0,Medical,Grade C,6350.0,13.57,8,N,5,DEFAULT,0 to 20k,26-35,2
29,78200.0,RENT,5.0,Medical,Grade B,23500.0,11.36,9,N,8,NO DEFAULT,60k to 80k,26-35,2
29,90000.0,RENT,0.0,Venture,Grade B,23475.0,11.58,9,N,6,NO DEFAULT,80k plus,26-35,2
28,75000.0,RENT,3.0,Education,Grade B,23000.0,10.51,8,N,9,DEFAULT,60k to 80k,26-35,2
30,72000.0,RENT,2.0,Education,Grade B,23000.0,12.18,3,N,6,DEFAULT,60k to 80k,26-35,2
29,91440.0,RENT,13.0,Home Improvement,Grade A,23000.0,6.54,9,N,7,NO DEFAULT,80k plus,26-35,2
31,112000.0,RENT,5.0,Personal,Grade B,23000.0,12.18,1,N,6,NO DEFAULT,80k plus,26-35,2
27,52000.0,RENT,0.0,Venture,Grade C,22950.0,13.49,7,N,9,DEFAULT,40k to 60k,26-35,2
35,49404.0,RENT,0.0,Medical,Grade A,22750.0,6.54,5,N,9,DEFAULT,40k to 60k,26-35,2
29,46000.0,RENT,1.0,Debt Consolidation,Grade D,22750.0,14.46,9,N,9,DEFAULT,40k to 60k,26-35,2
34,69600.0,RENT,10.0,Venture,Grade A,22650.0,10.99,4,N,6,NO DEFAULT,60k to 80k,26-35,2
28,46500.0,RENT,2.0,Education,Grade D,22500.0,14.96,8,Y,9,DEFAULT,40k to 60k,26-35,2
34,39000.0,RENT,0.0,Home Improvement,Grade C,22400.0,10.99,4,Y,9,DEFAULT,20k to 40k,26-35,2
35,68231.0,RENT,3.0,Education,Grade C,22400.0,12.99,5,Y,7,DEFAULT,60k to 80k,26-35,2
32,73000.0,RENT,0.0,Education,Grade B,22400.0,12.69,2,N,5,DEFAULT,60k to 80k,26-35,2
29,58500.0,RENT,1.0,Medical,Grade D,22000.0,13.67,9,N,6,DEFAULT,40k to 60k,26-35,2
30,75000.0,RENT,5.0,Home Improvement,Grade B,22000.0,10.62,3,N,10,NO DEFAULT,60k to 80k,26-35,2
31,69000.0,RENT,1.0,Debt Consolidation,Grade D,22000.0,13.67,1,Y,7,DEFAULT,60k to 80k,26-35,2
27,19000.0,OWN,2.0,Home Improvement,Grade D,7800.0,15.58,7,Y,5,DEFAULT,0 to 20k,26-35,2
28,80000.0,RENT,0.0,Venture,Grade B,22000.0,9.76,8,N,9,NO DEFAULT,60k to 80k,26-35,2
31,85000.0,RENT,6.0,Medical,Grade B,22000.0,11.58,1,N,5,NO DEFAULT,80k plus,26-35,2
28,92000.0,RENT,6.0,Education,Grade B,22000.0,12.69,8,N,9,NO DEFAULT,80k plus,26-35,2
27,190000.0,RENT,5.0,Venture,Grade A,22000.0,6.91,7,N,10,NO DEFAULT,80k plus,26-35,2
35,60000.0,RENT,19.0,Venture,Grade D,21725.0,15.62,5,Y,10,DEFAULT,40k to 60k,26-35,2
27,19200.0,MORTGAGE,3.0,Venture,Grade D,1400.0,16.77,7,N,6,NO DEFAULT,0 to 20k,26-35,2
29,19200.0,OWN,7.0,Venture,Grade A,6000.0,10.99,9,N,5,DEFAULT,0 to 20k,26-35,2
28,83004.0,RENT,13.0,Medical,Grade A,21600.0,6.91,8,N,10,NO DEFAULT,80k plus,26-35,2
33,80001.0,RENT,6.0,Education,Grade D,21600.0,18.64,3,N,10,DEFAULT,80k plus,26-35,2
31,120000.0,RENT,7.0,Home Improvement,Grade D,21600.0,19.03,1,Y,5,NO DEFAULT,80k plus,26-35,2
30,64600.0,RENT,0.0,Medical,Grade A,21500.0,6.91,3,N,10,NO DEFAULT,60k to 80k,26-35,2
30,132000.0,RENT,14.0,Home Improvement,Grade B,21500.0,10.62,3,N,8,NO DEFAULT,80k plus,26-35,2
33,19200.0,OWN,2.0,Personal,Grade B,6000.0,11.99,3,N,7,DEFAULT,0 to 20k,26-35,2
35,40000.0,RENT,3.0,Venture,Grade E,21000.0,19.41,5,Y,10,DEFAULT,20k to 40k,26-35,2
33,47580.0,RENT,12.0,Personal,Grade B,21000.0,10.99,3,N,8,DEFAULT,40k to 60k,26-35,2
33,57500.0,RENT,2.0,Home Improvement,Grade D,21000.0,16.29,3,Y,5,DEFAULT,40k to 60k,26-35,2
30,19200.0,MORTGAGE,2.0,Home Improvement,Grade C,4750.0,13.61,3,Y,8,DEFAULT,0 to 20k,26-35,2
31,66000.0,RENT,3.0,Personal,Grade B,21000.0,10.37,1,N,10,DEFAULT,60k to 80k,26-35,2
28,68666.0,RENT,7.0,Debt Consolidation,Grade B,21000.0,12.69,8,N,8,DEFAULT,60k to 80k,26-35,2
28,71250.0,RENT,2.0,Personal,Grade E,21000.0,10.99,8,Y,9,DEFAULT,60k to 80k,26-35,2
31,72000.0,RENT,6.0,Debt Consolidation,Grade B,21000.0,11.99,1,N,6,DEFAULT,60k to 80k,26-35,2
29,80000.0,RENT,3.0,Personal,Grade B,21000.0,10.99,9,N,6,NO DEFAULT,60k to 80k,26-35,2
28,90000.0,RENT,12.0,Personal,Grade D,21000.0,14.54,8,N,9,NO DEFAULT,80k plus,26-35,2
33,83000.0,RENT,0.0,Debt Consolidation,Grade B,21000.0,11.71,3,N,7,DEFAULT,80k plus,26-35,2
29,93000.0,RENT,13.0,Education,Grade B,21000.0,12.42,9,N,10,DEFAULT,80k plus,26-35,2
28,100511.0,RENT,1.0,Debt Consolidation,Grade D,21000.0,10.99,8,Y,5,DEFAULT,80k plus,26-35,2
29,117000.0,RENT,6.0,Personal,Grade B,21000.0,10.65,9,N,9,NO DEFAULT,80k plus,26-35,2
30,150000.0,RENT,2.0,Venture,Grade B,21000.0,12.62,3,N,9,NO DEFAULT,80k plus,26-35,2
34,138000.0,RENT,0.0,Home Improvement,Grade D,21000.0,18.79,4,N,10,DEFAULT,80k plus,26-35,2
31,32400.0,RENT,2.0,Debt Consolidation,Grade C,20500.0,11.03,1,Y,6,DEFAULT,20k to 40k,26-35,2
35,40934.0,RENT,5.0,Education,Grade B,20500.0,12.53,5,N,6,DEFAULT,40k to 60k,26-35,2
28,58200.0,RENT,11.0,Education,Grade D,20500.0,16.82,8,Y,5,DEFAULT,40k to 60k,26-35,2
35,54000.0,RENT,0.0,Personal,Grade D,20500.0,14.61,5,Y,5,DEFAULT,40k to 60k,26-35,2
33,50000.0,RENT,0.0,Home Improvement,Grade A,20400.0,6.54,3,N,7,NO DEFAULT,40k to 60k,26-35,2
29,72000.0,RENT,8.0,Home Improvement,Grade B,20400.0,11.49,9,N,7,NO DEFAULT,60k to 80k,26-35,2
31,30372.0,RENT,2.0,Personal,Grade D,20200.0,14.74,1,Y,5,DEFAULT,20k to 40k,26-35,2
27,52275.0,RENT,7.0,Medical,Grade D,20050.0,17.58,7,Y,10,DEFAULT,40k to 60k,26-35,2
32,39500.0,RENT,12.0,Debt Consolidation,Grade C,20000.0,13.11,2,N,5,DEFAULT,20k to 40k,26-35,2
27,40000.0,RENT,11.0,Debt Consolidation,Grade A,20000.0,6.91,7,Y,8,NO DEFAULT,20k to 40k,26-35,2
31,42000.0,RENT,1.0,Venture,Grade C,20000.0,13.57,1,N,6,DEFAULT,40k to 60k,26-35,2
32,36500.0,RENT,2.0,Debt Consolidation,Grade D,20000.0,10.99,2,Y,8,DEFAULT,20k to 40k,26-35,2
30,45000.0,RENT,3.0,Venture,Grade B,20000.0,11.86,3,N,7,DEFAULT,40k to 60k,26-35,2
30,20000.0,OWN,14.0,Home Improvement,Grade A,3800.0,6.99,3,N,5,NO DEFAULT,0 to 20k,26-35,2
35,20000.0,OWN,1.0,Venture,Grade A,5500.0,7.66,5,N,8,NO DEFAULT,0 to 20k,26-35,2
31,20000.0,OWN,3.0,Venture,Grade A,6400.0,5.42,1,N,6,NO DEFAULT,0 to 20k,26-35,2
29,20000.0,OWN,1.0,Education,Grade A,5000.0,5.79,9,N,7,NO DEFAULT,0 to 20k,26-35,2
30,50000.0,RENT,4.0,Venture,Grade C,20000.0,13.49,3,N,10,DEFAULT,40k to 60k,26-35,2
27,50004.0,RENT,5.0,Debt Consolidation,Grade B,20000.0,10.99,7,N,9,DEFAULT,40k to 60k,26-35,2
28,20000.0,OWN,0.0,Medical,Grade D,10000.0,10.99,8,N,7,DEFAULT,0 to 20k,26-35,2
31,20000.0,OWN,3.0,Venture,Grade B,5000.0,11.83,1,N,7,NO DEFAULT,0 to 20k,26-35,2
29,51996.0,RENT,13.0,Venture,Grade D,20000.0,10.99,9,Y,5,DEFAULT,40k to 60k,26-35,2
31,20000.0,OWN,5.0,Venture,Grade B,5000.0,11.83,1,N,5,NO DEFAULT,0 to 20k,26-35,2
28,20000.0,MORTGAGE,0.0,Home Improvement,Grade A,5000.0,8.59,8,N,7,NO DEFAULT,0 to 20k,26-35,2
30,52500.0,RENT,2.0,Home Improvement,Grade B,20000.0,10.37,3,N,7,DEFAULT,40k to 60k,26-35,2
33,53004.0,RENT,0.0,Personal,Grade C,20000.0,13.04,3,N,10,DEFAULT,40k to 60k,26-35,2
28,54000.0,RENT,2.0,Medical,Grade A,20000.0,7.9,8,N,8,NO DEFAULT,40k to 60k,26-35,2
32,54000.0,RENT,8.0,Venture,Grade B,20000.0,11.11,2,N,7,DEFAULT,40k to 60k,26-35,2
27,54000.0,RENT,2.0,Medical,Grade B,20000.0,10.99,7,N,8,DEFAULT,40k to 60k,26-35,2
35,54996.0,RENT,12.0,Home Improvement,Grade A,20000.0,6.62,5,N,9,DEFAULT,40k to 60k,26-35,2
27,55000.0,RENT,3.0,Debt Consolidation,Grade C,20000.0,13.48,7,N,9,DEFAULT,40k to 60k,26-35,2
32,55000.0,RENT,2.0,Venture,Grade B,20000.0,11.83,2,N,7,DEFAULT,40k to 60k,26-35,2
27,56000.0,RENT,5.0,Home Improvement,Grade B,20000.0,12.18,7,N,10,DEFAULT,40k to 60k,26-35,2
28,57000.0,RENT,12.0,Debt Consolidation,Grade B,20000.0,11.71,8,N,6,DEFAULT,40k to 60k,26-35,2
33,57492.0,RENT,1.0,Medical,Grade B,20000.0,12.53,3,N,10,DEFAULT,40k to 60k,26-35,2
28,51500.0,RENT,2.0,Debt Consolidation,Grade D,20000.0,15.65,8,Y,8,DEFAULT,40k to 60k,26-35,2
29,58000.0,RENT,0.0,Education,Grade B,20000.0,9.91,9,N,10,DEFAULT,40k to 60k,26-35,2
30,58000.0,RENT,3.0,Personal,Grade C,20000.0,14.72,3,N,5,DEFAULT,40k to 60k,26-35,2
31,59000.0,RENT,14.0,Debt Consolidation,Grade A,20000.0,7.51,1,N,10,DEFAULT,40k to 60k,26-35,2
28,60000.0,RENT,12.0,Personal,Grade B,20000.0,10.99,8,N,10,DEFAULT,40k to 60k,26-35,2
30,54000.0,RENT,4.0,Debt Consolidation,Grade D,20000.0,14.84,3,Y,9,DEFAULT,40k to 60k,26-35,2
27,60000.0,RENT,1.0,Education,Grade B,20000.0,10.99,7,N,6,DEFAULT,40k to 60k,26-35,2
27,54000.0,RENT,2.0,Personal,Grade D,20000.0,16.0,7,N,6,DEFAULT,40k to 60k,26-35,2
27,60000.0,RENT,0.0,Venture,Grade B,20000.0,12.21,7,N,5,DEFAULT,40k to 60k,26-35,2
27,60000.0,RENT,11.0,Venture,Grade B,20000.0,10.51,7,N,7,DEFAULT,40k to 60k,26-35,2
34,20400.0,MORTGAGE,6.0,Medical,Grade C,3300.0,13.06,4,Y,10,NO DEFAULT,20k to 40k,26-35,2
28,20400.0,MORTGAGE,4.0,Education,Grade A,2075.0,7.88,8,N,8,NO DEFAULT,20k to 40k,26-35,2
28,56000.0,RENT,7.0,Education,Grade E,20000.0,18.25,8,N,6,DEFAULT,40k to 60k,26-35,2
28,56000.0,RENT,0.0,Medical,Grade E,20000.0,18.62,8,N,7,DEFAULT,40k to 60k,26-35,2
31,20400.0,OWN,0.0,Medical,Grade C,11000.0,11.03,1,Y,10,NO DEFAULT,20k to 40k,26-35,2
31,20500.0,MORTGAGE,4.0,Home Improvement,Grade A,1000.0,6.76,1,N,6,NO DEFAULT,20k to 40k,26-35,2
33,20640.0,OWN,0.0,Home Improvement,Grade D,6250.0,14.84,3,N,7,NO DEFAULT,20k to 40k,26-35,2
28,63000.0,RENT,4.0,Venture,Grade D,20000.0,14.61,8,Y,9,DEFAULT,60k to 80k,26-35,2
29,65000.0,RENT,3.0,Home Improvement,Grade A,20000.0,8.9,9,N,10,NO DEFAULT,60k to 80k,26-35,2
31,65000.0,RENT,9.0,Venture,Grade B,20000.0,10.65,1,N,8,DEFAULT,60k to 80k,26-35,2
27,65000.0,RENT,11.0,Venture,Grade B,20000.0,10.99,7,N,5,DEFAULT,60k to 80k,26-35,2
30,65000.0,RENT,5.0,Home Improvement,Grade B,20000.0,11.99,3,N,8,DEFAULT,60k to 80k,26-35,2
35,20800.0,OWN,2.0,Medical,Grade B,7000.0,10.62,5,N,8,NO DEFAULT,20k to 40k,26-35,2
32,65000.0,RENT,4.0,Venture,Grade C,20000.0,13.8,2,Y,6,DEFAULT,60k to 80k,26-35,2
34,65000.0,RENT,3.0,Home Improvement,Grade A,20000.0,6.54,4,N,5,NO DEFAULT,60k to 80k,26-35,2
29,59000.0,RENT,4.0,Venture,Grade E,20000.0,20.17,9,Y,5,DEFAULT,40k to 60k,26-35,2
32,66000.0,RENT,4.0,Home Improvement,Grade A,20000.0,8.9,2,N,9,NO DEFAULT,60k to 80k,26-35,2
27,66000.0,RENT,3.0,Debt Consolidation,Grade B,20000.0,10.62,7,N,9,NO DEFAULT,60k to 80k,26-35,2
34,67000.0,RENT,7.0,Education,Grade B,20000.0,11.71,4,N,9,NO DEFAULT,60k to 80k,26-35,2
27,67000.0,RENT,2.0,Home Improvement,Grade C,20000.0,14.26,7,Y,10,NO DEFAULT,60k to 80k,26-35,2
